interval_id,borehole_id,depth_from,depth_to,lithology,grade,attribute_name,attribute_value,sample_id
ZK43_INT_023,ZK43,146,148,sand_c,,lithology,sand_c,ZK43_INT_023
ZK43_FAULT_001,ZK43,24,24,fault_zone,,faultIntersection,normal,ZK43_FAULT_001
ZK44_INT_001,ZK44,2,18,overburden,,lithology,overburden,ZK44_INT_001
ZK44_INT_002,ZK44,18,24,mud,,lithology,mud,ZK44_INT_002
ZK44_INT_003,ZK44,24,30,coal,,lithology,coal,ZK44_INT_003
ZK44_INT_004,ZK44,30,32,mud,,lithology,mud,ZK44_INT_004
ZK44_INT_005,ZK44,32,42,mud,,lithology,mud,ZK44_INT_005
ZK44_INT_006,ZK44,42,46,silt,,lithology,silt,ZK44_INT_006
ZK44_INT_007,ZK44,46,52,sand_f,,lithology,sand_f,ZK44_INT_007
ZK44_INT_008,ZK44,52,74,sand_c,,lithology,sand_c,ZK44_INT_008
ZK44_INT_009,ZK44,74,76,lime,,lithology,lime,ZK44_INT_009
ZK44_INT_010,ZK44,76,82,mud,,lithology,mud,ZK44_INT_010
ZK44_INT_011,ZK44,82,84,coal,,lithology,coal,ZK44_INT_011
ZK44_INT_012,ZK44,84,86,coal,,lithology,coal,ZK44_INT_012
ZK44_INT_013,ZK44,86,88,mud,,lithology,mud,ZK44_INT_013
ZK44_INT_014,ZK44,88,96,mud,,lithology,mud,ZK44_INT_014
ZK44_INT_015,ZK44,96,100,silt,,lithology,silt,ZK44_INT_015
ZK44_INT_016,ZK44,100,106,sand_f,,lithology,sand_f,ZK44_INT_016
ZK44_INT_017,ZK44,106,118,sand_c,,lithology,sand_c,ZK44_INT_017
ZK44_INT_018,ZK44,118,126,mud,,lithology,mud,ZK44_INT_018
ZK44_INT_019,ZK44,126,130,mud,,lithology,mud,ZK44_INT_019
ZK44_INT_020,ZK44,130,140,mud,,lithology,mud,ZK44_INT_020
ZK44_INT_021,ZK44,140,144,silt,,lithology,silt,ZK44_INT_021
ZK44_INT_022,ZK44,144,150,sand_f,,lithology,sand_f,ZK44_INT_022
ZK44_INT_023,ZK44,150,162,sand_c,,lithology,sand_c,ZK44_INT_023
ZK45_INT_001,ZK45,2,18,overburden,,lithology,overburden,ZK45_INT_001
ZK45_INT_002,ZK45,18,24,mud,,lithology,mud,ZK45_INT_002
ZK45_INT_003,ZK45,24,28,coal,,lithology,coal,ZK45_INT_003
ZK45_INT_004,ZK45,28,32,mud,,lithology,mud,ZK45_INT_004
ZK45_INT_005,ZK45,32,40,mud,,lithology,mud,ZK45_INT_005
ZK45_INT_006,ZK45,40,46,silt,,lithology,silt,ZK45_INT_006
ZK45_INT_007,ZK45,46,50,sand_f,,lithology,sand_f,ZK45_INT_007
ZK45_INT_008,ZK45,50,68,sand_c,,lithology,sand_c,ZK45_INT_008
ZK45_INT_009,ZK45,68,70,lime,,lithology,lime,ZK45_INT_009
ZK45_INT_010,ZK45,70,76,mud,,lithology,mud,ZK45_INT_010
ZK45_INT_011,ZK45,76,78,coal,,lithology,coal,ZK45_INT_011
ZK45_INT_012,ZK45,78,80,coal,,lithology,coal,ZK45_INT_012
ZK45_INT_013,ZK45,80,82,mud,,lithology,mud,ZK45_INT_013
ZK45_INT_014,ZK45,82,90,mud,,lithology,mud,ZK45_INT_014
ZK45_INT_015,ZK45,90,94,silt,,lithology,silt,ZK45_INT_015
ZK45_INT_016,ZK45,94,96,sand_f,,lithology,sand_f,ZK45_INT_016
ZK45_INT_017,ZK45,96,102,sand_c,,lithology,sand_c,ZK45_INT_017
ZK45_INT_018,ZK45,102,110,mud,,lithology,mud,ZK45_INT_018
ZK45_INT_019,ZK45,110,114,mud,,lithology,mud,ZK45_INT_019
ZK45_INT_020,ZK45,114,124,mud,,lithology,mud,ZK45_INT_020
ZK45_INT_021,ZK45,124,128,silt,,lithology,silt,ZK45_INT_021
ZK45_INT_022,ZK45,128,130,sand_f,,lithology,sand_f,ZK45_INT_022
ZK45_INT_023,ZK45,130,132,sand_c,,lithology,sand_c,ZK45_INT_023
ZK46_INT_001,ZK46,4,18,overburden,,lithology,overburden,ZK46_INT_001
ZK46_INT_002,ZK46,18,24,mud,,lithology,mud,ZK46_INT_002
ZK46_INT_003,ZK46,24,30,coal,,lithology,coal,ZK46_INT_003
ZK46_INT_004,ZK46,30,32,mud,,lithology,mud,ZK46_INT_004
ZK46_INT_005,ZK46,32,42,mud,,lithology,mud,ZK46_INT_005
ZK46_INT_006,ZK46,42,46,silt,,lithology,silt,ZK46_INT_006
ZK46_INT_007,ZK46,46,54,sand_f,,lithology,sand_f,ZK46_INT_007
ZK46_INT_008,ZK46,54,76,sand_c,,lithology,sand_c,ZK46_INT_008
ZK46_INT_009,ZK46,76,82,mud,,lithology,mud,ZK46_INT_009
ZK46_INT_010,ZK46,82,84,coal,,lithology,coal,ZK46_INT_010
ZK46_INT_011,ZK46,84,86,coal,,lithology,coal,ZK46_INT_011
ZK46_INT_012,ZK46,86,90,mud,,lithology,mud,ZK46_INT_012
ZK46_INT_013,ZK46,90,98,mud,,lithology,mud,ZK46_INT_013
ZK46_INT_014,ZK46,98,102,silt,,lithology,silt,ZK46_INT_014
ZK46_INT_015,ZK46,102,108,sand_f,,lithology,sand_f,ZK46_INT_015
ZK46_INT_016,ZK46,108,124,sand_c,,lithology,sand_c,ZK46_INT_016
ZK46_INT_017,ZK46,124,130,mud,,lithology,mud,ZK46_INT_017
ZK46_INT_018,ZK46,130,132,coal,,lithology,coal,ZK46_INT_018
ZK46_INT_019,ZK46,132,134,mud,,lithology,mud,ZK46_INT_019
ZK46_INT_020,ZK46,134,144,mud,,lithology,mud,ZK46_INT_020
ZK46_INT_021,ZK46,144,148,silt,,lithology,silt,ZK46_INT_021
ZK46_INT_022,ZK46,148,152,sand_f,,lithology,sand_f,ZK46_INT_022
ZK46_INT_023,ZK46,152,160,sand_c,,lithology,sand_c,ZK46_INT_023
ZK47_INT_001,ZK47,2,18,overburden,,lithology,overburden,ZK47_INT_001
ZK47_INT_002,ZK47,18,24,mud,,lithology,mud,ZK47_INT_002
ZK47_INT_003,ZK47,24,28,coal,,lithology,coal,ZK47_INT_003
ZK47_INT_004,ZK47,28,30,mud,,lithology,mud,ZK47_INT_004
ZK47_INT_005,ZK47,30,40,mud,,lithology,mud,ZK47_INT_005
ZK47_INT_006,ZK47,40,44,silt,,lithology,silt,ZK47_INT_006
ZK47_INT_007,ZK47,44,52,sand_f,,lithology,sand_f,ZK47_INT_007
ZK47_INT_008,ZK47,52,72,sand_c,,lithology,sand_c,ZK47_INT_008
ZK47_INT_009,ZK47,72,74,lime,,lithology,lime,ZK47_INT_009
ZK47_INT_010,ZK47,74,78,mud,,lithology,mud,ZK47_INT_010
ZK47_INT_011,ZK47,78,80,coal,,lithology,coal,ZK47_INT_011
ZK47_INT_012,ZK47,80,82,mud,,lithology,mud,ZK47_INT_012
ZK47_INT_013,ZK47,82,84,mud,,lithology,mud,ZK47_INT_013
ZK47_INT_014,ZK47,84,90,mud,,lithology,mud,ZK47_INT_014
ZK47_INT_015,ZK47,90,96,silt,,lithology,silt,ZK47_INT_015
ZK47_INT_016,ZK47,96,102,sand_f,,lithology,sand_f,ZK47_INT_016
ZK47_INT_017,ZK47,102,118,sand_c,,lithology,sand_c,ZK47_INT_017
ZK47_INT_018,ZK47,118,126,mud,,lithology,mud,ZK47_INT_018
ZK47_INT_019,ZK47,126,132,coal,,lithology,coal,ZK47_INT_019
ZK47_INT_020,ZK47,132,136,mud,,lithology,mud,ZK47_INT_020
ZK47_INT_021,ZK47,136,148,mud,,lithology,mud,ZK47_INT_021
ZK47_INT_022,ZK47,148,152,silt,,lithology,silt,ZK47_INT_022
ZK47_INT_023,ZK47,152,154,sand_f,,lithology,sand_f,ZK47_INT_023
ZK47_INT_024,ZK47,154,160,sand_c,,lithology,sand_c,ZK47_INT_024
ZK47_FAULT_001,ZK47,68,68,fault_zone,,faultIntersection,normal,ZK47_FAULT_001
ZK48_INT_001,ZK48,2,18,overburden,,lithology,overburden,ZK48_INT_001
ZK48_INT_002,ZK48,18,24,mud,,lithology,mud,ZK48_INT_002
ZK48_INT_003,ZK48,24,28,coal,,lithology,coal,ZK48_INT_003
ZK48_INT_004,ZK48,28,30,mud,,lithology,mud,ZK48_INT_004
ZK48_INT_005,ZK48,30,40,mud,,lithology,mud,ZK48_INT_005
ZK48_INT_006,ZK48,40,42,silt,,lithology,silt,ZK48_INT_006
ZK48_INT_007,ZK48,42,44,sand_f,,lithology,sand_f,ZK48_INT_007
ZK48_INT_008,ZK48,44,48,sand_c,,lithology,sand_c,ZK48_INT_008
ZK48_INT_009,ZK48,48,50,lime,,lithology,lime,ZK48_INT_009
ZK48_INT_010,ZK48,50,54,mud,,lithology,mud,ZK48_INT_010
ZK48_INT_011,ZK48,54,56,coal,,lithology,coal,ZK48_INT_011
ZK48_INT_012,ZK48,56,58,coal,,lithology,coal,ZK48_INT_012
ZK48_INT_013,ZK48,58,62,mud,,lithology,mud,ZK48_INT_013
ZK48_INT_014,ZK48,62,68,mud,,lithology,mud,ZK48_INT_014
ZK48_INT_015,ZK48,68,70,silt,,lithology,silt,ZK48_INT_015
ZK48_INT_016,ZK48,70,72,sand_f,,lithology,sand_f,ZK48_INT_016
ZK48_INT_017,ZK48,72,74,sand_c,,lithology,sand_c,ZK48_INT_017
ZK48_INT_018,ZK48,74,80,mud,,lithology,mud,ZK48_INT_018
ZK48_INT_019,ZK48,80,86,coal,,lithology,coal,ZK48_INT_019
ZK48_INT_020,ZK48,86,90,mud,,lithology,mud,ZK48_INT_020
ZK48_INT_021,ZK48,90,100,mud,,lithology,mud,ZK48_INT_021
ZK48_INT_022,ZK48,100,104,silt,,lithology,silt,ZK48_INT_022
ZK48_INT_023,ZK48,104,106,sand_c,,lithology,sand_c,ZK48_INT_023
ZK49_INT_001,ZK49,2,16,overburden,,lithology,overburden,ZK49_INT_001
ZK49_INT_002,ZK49,16,22,mud,,lithology,mud,ZK49_INT_002
ZK49_INT_003,ZK49,22,26,coal,,lithology,coal,ZK49_INT_003
ZK49_INT_004,ZK49,26,30,mud,,lithology,mud,ZK49_INT_004
ZK49_INT_005,ZK49,30,40,mud,,lithology,mud,ZK49_INT_005
ZK49_INT_006,ZK49,40,44,silt,,lithology,silt,ZK49_INT_006
ZK49_INT_007,ZK49,44,52,sand_f,,lithology,sand_f,ZK49_INT_007
ZK49_INT_008,ZK49,52,72,sand_c,,lithology,sand_c,ZK49_INT_008
ZK49_INT_009,ZK49,72,74,lime,,lithology,lime,ZK49_INT_009
ZK49_INT_010,ZK49,74,78,mud,,lithology,mud,ZK49_INT_010
ZK49_INT_011,ZK49,78,80,coal,,lithology,coal,ZK49_INT_011
ZK49_INT_012,ZK49,80,82,mud,,lithology,mud,ZK49_INT_012
ZK49_INT_013,ZK49,82,84,coal,,lithology,coal,ZK49_INT_013
ZK49_INT_014,ZK49,84,86,mud,,lithology,mud,ZK49_INT_014
ZK49_INT_015,ZK49,86,94,mud,,lithology,mud,ZK49_INT_015
ZK49_INT_016,ZK49,94,96,silt,,lithology,silt,ZK49_INT_016
ZK49_INT_017,ZK49,96,102,sand_f,,lithology,sand_f,ZK49_INT_017
ZK49_INT_018,ZK49,102,114,sand_c,,lithology,sand_c,ZK49_INT_018
ZK49_INT_019,ZK49,114,120,mud,,lithology,mud,ZK49_INT_019
ZK49_INT_020,ZK49,120,126,coal,,lithology,coal,ZK49_INT_020
ZK49_INT_021,ZK49,126,130,mud,,lithology,mud,ZK49_INT_021
ZK49_INT_022,ZK49,130,140,mud,,lithology,mud,ZK49_INT_022
ZK49_INT_023,ZK49,140,146,silt,,lithology,silt,ZK49_INT_023
ZK49_INT_024,ZK49,146,154,sand_f,,lithology,sand_f,ZK49_INT_024
ZK49_INT_025,ZK49,154,176,sand_c,,lithology,sand_c,ZK49_INT_025
ZK50_INT_001,ZK50,4,16,overburden,,lithology,overburden,ZK50_INT_001
ZK50_INT_002,ZK50,16,24,mud,,lithology,mud,ZK50_INT_002
ZK50_INT_003,ZK50,24,28,coal,,lithology,coal,ZK50_INT_003
ZK50_INT_004,ZK50,28,32,mud,,lithology,mud,ZK50_INT_004
ZK50_INT_005,ZK50,32,40,mud,,lithology,mud,ZK50_INT_005
ZK50_INT_006,ZK50,40,44,silt,,lithology,silt,ZK50_INT_006
ZK50_INT_007,ZK50,44,52,sand_f,,lithology,sand_f,ZK50_INT_007
ZK50_INT_008,ZK50,52,74,sand_c,,lithology,sand_c,ZK50_INT_008
ZK50_INT_009,ZK50,74,80,mud,,lithology,mud,ZK50_INT_009
ZK50_INT_010,ZK50,80,82,coal,,lithology,coal,ZK50_INT_010
ZK50_INT_011,ZK50,82,84,coal,,lithology,coal,ZK50_INT_011
ZK50_INT_012,ZK50,84,86,mud,,lithology,mud,ZK50_INT_012
ZK50_INT_013,ZK50,86,94,mud,,lithology,mud,ZK50_INT_013
ZK50_INT_014,ZK50,94,96,silt,,lithology,silt,ZK50_INT_014
ZK50_INT_015,ZK50,96,98,sand_f,,lithology,sand_f,ZK50_INT_015
ZK50_INT_016,ZK50,98,100,sand_c,,lithology,sand_c,ZK50_INT_016
ZK50_INT_017,ZK50,100,110,mud,,lithology,mud,ZK50_INT_017
ZK50_INT_018,ZK50,110,112,mud,,lithology,mud,ZK50_INT_018
ZK50_INT_019,ZK50,112,124,mud,,lithology,mud,ZK50_INT_019
ZK50_INT_020,ZK50,124,128,silt,,lithology,silt,ZK50_INT_020
ZK50_INT_021,ZK50,128,130,sand_f,,lithology,sand_f,ZK50_INT_021
ZK50_INT_022,ZK50,130,132,sand_c,,lithology,sand_c,ZK50_INT_022
